,name,rating,reviews,ctype,hq,old,employees
5830,Evertogen Life S...,3.4,(86 Reviews),Private,Hyderabad + 2 more,9 years old,51-200 Employees (India)
5831,Home-revise Educ...,3.4,(86 Reviews),Private,"Thane,Maharashtra + 11 more",20 years old,201-500 Employees (India)
5832,S AND IB SERVICE...,4.1,(86 Reviews),Private,Kolkata + 10 more,34 years old,201-500 Employees (India)
5833,Brunel,4.4,(86 Reviews),Private,"Amsterdam,North Holland + 10 more",47 years old,51-200 Employees (India)
5834,Hipower Support ...,3.3,(86 Reviews),Private,Bengaluru,8 years old,1k-5k Employees (Global)
5835,Prgx India,3.9,(86 Reviews),Private,"Atlanta,Georgia",12 years old,201-500 Employees (India)
5836,Sakura Autoparts,3.8,(86 Reviews),Private,Kancheepuram + 2 more,10 years old,51-200 Employees (India)
5837,Sky Gourmet Cate...,4.1,(86 Reviews),Private,Mumbai + 6 more,20 years old,1k-5k Employees (India)
5838,Vamani Overseas,3.8,(86 Reviews),Private,"Faridabad,Haryana + 2 more",20 years old,5k-10k Employees (India)
5839,B M Birla Heart ...,4.2,(86 Reviews),Private,Kolkata + 5 more,33 years old,1k-5k Employees (India)
5840,VRVS Electrical ...,4.3,(86 Reviews),Hyderabad + 4 more,23 years old,501-1k Employees (India),
5841,Entertainment Ne...,3.5,(86 Reviews),Public,"Mumbai,Maharashtra + 27 more",23 years old,1k-5k Employees (India)
5842,Jms Mining Servi...,4.0,(86 Reviews),Private,Kolkata + 11 more,20 years old,201-500 Employees (India)
5843,Eaton Industrial...,4.5,(86 Reviews),Private,Pune + 6 more,23 years old,51-200 Employees (India)
5844,AL-SUWAIDI INDUS...,4.3,(86 Reviews),Private,Dammam + 6 more,62 years old,5k-10k Employees (India)
5845,Hegde & Hegde Ph...,4.5,(86 Reviews),Mumbai + 20 more,33 years old,11-50 Employees (India),
5846,Qd-sbg Construct...,4.6,(86 Reviews),Sole proprietorship,Doha + 3 more,12 years old,51-200 Employees (India)
5847,Privat Hospital,4.2,(86 Reviews),Gurgaon + 33 more,27 years old,201-500 Employees (Global),
5848,Oman Shapoorji L...,4.5,(86 Reviews),Muscat + 3 more,47 years old,51-200 Employees (India),
5849,M K Agro Tech,3.6,(86 Reviews),Srirangapatna + 15 more,27 years old,51-200 Employees (India),
5850,Sakura Autoparts,3.8,(86 Reviews),Private,Kancheepuram + 2 more,10 years old,51-200 Employees (India)
5851,Prgx India,3.9,(86 Reviews),Private,"Atlanta,Georgia",12 years old,201-500 Employees (India)
5852,VIRTUSA TECHNOLO...,3.8,(86 Reviews),Hyderabad/Secunderabad + 7 more,50k-1 Lakh Employees (India),,
5853,JPM INDUSTRIES,3.7,(86 Reviews),Private,Gurgaon + 7 more,63 years old,1k-5k Employees (India)
5854,The Sparks Found...,4.5,(86 Reviews),Singapore + 12 more,6 years old,5k-10k Employees (India),
5855,Joyson Safety Sy...,3.9,(86 Reviews),Auburn Hills + 7 more,25 years old,1k-5k Employees (India),
5856,Sitel Group Indi...,4.0,(86 Reviews),Miami + 6 more,37 years old,1k-5k Employees (India),
5857,Nahar Group of C...,3.4,(86 Reviews),Ludhiana + 12 more,73 years old,51-200 Employees (India),
5858,Quantzig,4.8,(86 Reviews),51-200 Employees (India),,,
5859,ART Housing Fina...,4.0,(86 Reviews),Public,Gurgaon + 27 more,9 years old,51-200 Employees (India)
5860,Stefanini,3.8,(86 Reviews),Private,"Jaguari̼na,Michigan + 6 more",20 years old,201-500 Employees (India)
5861,Jasmin Infotech,4.1,(86 Reviews),Private,"Chennai,Tamil Nadu",24 years old,501-1k Employees (India)
5862,Wunderman,2.9,(85 Reviews),Private,New York + 7 more,64 years old,50k-1 Lakh Employees (Global)
5863,Mogli labs,3.9,(85 Reviews),Private,"Noida,Uttar Pradesh + 14 more",8 years old,11-50 Employees (India)
5864,SPRAY ENGINEERIN...,4.3,(85 Reviews),LLP,"Mohali,Punjab + 3 more",30 years old,201-500 Employees (India)
5865,CPM,4.4,(85 Reviews),Private,London + 17 more,20 years old,501-1k Employees (India)
5866,UTI Technology S...,3.4,(85 Reviews),Public,"Mumbai,Maharashtra + 12 more",29 years old,1k-5k Employees (India)
5867,i-Source Infosys...,3.6,(85 Reviews),Private,"Pune,Maharashtra + 11 more",19 years old,201-500 Employees (India)
5868,Manipal Global E...,4.1,(85 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 7 more",21 years old,501-1k Employees (India)
5869,Multiplier Solut...,4.1,(85 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 19 more",6 years old,51-200 Employees (India)
5870,JSW Severfield S...,3.6,(85 Reviews),JV,"Mumbai,Maharashtra + 4 more",13 years old,501-1k Employees (India)
5871,VSynergize Outso...,2.5,(85 Reviews),Private,"Boston,MA",21 years old,201-500 Employees (India)
5872,Dura Automotive,3.6,(85 Reviews),Auburn Hills + 5 more,108 years old,201-500 Employees (India),
5873,Sakshi,4.1,(85 Reviews),Private,Hyderabad + 22 more,14 years old,10k-50k Employees (India)
5874,Sumtotal Systems,4.4,(85 Reviews),Private,"Gainesville,Florida",37 years old,501-1k Employees (India)
5875,Futurz Staffing ...,3.7,(85 Reviews),Mumbai + 23 more,17 years old,51-200 Employees (India),
5876,Ivy Mobility Sol...,4.0,(85 Reviews),Private,Marina Blvd + 7 more,20 years old,501-1k Employees (India)
5877,Sanzyme,4.2,(85 Reviews),Private,Hyderabad + 9 more,53 years old,201-500 Employees (India)
5878,Breach Candy Hos...,4.6,(85 Reviews),Mumbai + 4 more,72 years old,201-500 Employees (India),
5879,Ganesh Grains,2.9,(85 Reviews),Public,"Kolkata,West Bengal + 14 more",86 years old,51-200 Employees (India)
5880,Ivangel Sales & ...,3.8,(85 Reviews),Private,Kolkata + 21 more,23 years old,
5881,IWS,4.0,(85 Reviews),Private,Noida + 17 more,18 years old,201-500 Employees (India)
5882,Best Koki Automo...,3.9,(85 Reviews),Private,Gurgaon + 7 more,14 years old,201-500 Employees (India)
5883,Acebright Pharma,3.4,(85 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",28 years old,51-200 Employees (India)
5884,Steer Engineerin...,3.7,(85 Reviews),"Bangalore/Bengaluru,Karnataka + 2 more",29 years old,51-200 Employees (India),
5885,Sri Balaji Actio...,3.9,(85 Reviews),New Delhi + 1 more,17 years old,201-500 Employees (India),
5886,Avantha Technolo...,3.7,(85 Reviews),Public,Gurgaon + 6 more,18 years old,201-500 Employees (India)
5887,Freecharge,4.3,(85 Reviews),Private,"Gurgaon,Haryana + 11 more",12 years old,501-1k Employees (India)
5888,Ecole Globale In...,4.2,(85 Reviews),Dehradun + 17 more,51-200 Employees (India),,
5889,Gar Corporation,3.9,(85 Reviews),Private,Hyderabad,40 years old,51-200 Employees (India)
5890,Bsr Infratech In...,4.0,(85 Reviews),Private,Bengaluru + 7 more,14 years old,1k-5k Employees (India)
5891,Billroth Hospita...,3.8,(85 Reviews),Private,"Chennai,Tamil Nadu + 2 more",32 years old,201-500 Employees (India)
5892,Religare Housing...,4.7,(85 Reviews),Public,Gurgaon + 28 more,29 years old,51-200 Employees (India)
5893,Manappuram Home ...,3.8,(85 Reviews),Private,Mumbai + 24 more,12 years old,201-500 Employees (India)
5894,Aujas Networks,3.8,(85 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 7 more",14 years old,501-1k Employees (India)
5895,Punjab & Sind Ba...,3.2,(85 Reviews),Private,New Delhi + 31 more,114 years old,5k-10k Employees (India)
5896,Dover India,4.0,(85 Reviews),Private,"Downers Grove,Illinois + 3 more",19 years old,501-1k Employees (India)
5897,GlobalHunt,3.6,(85 Reviews),Private,New Delhi + 11 more,20 years old,51-200 Employees (India)
5898,PolicyX.com,3.2,(85 Reviews),Private,"Gurgaon/Gurugram,Haryana + 4 more",9 years old,51-200 Employees (India)
5899,FHPL,3.9,(85 Reviews),Private,Hyderabad + 13 more,27 years old,501-1k Employees (India)
5900,Telstra,4.1,(85 Reviews),Private,"Sydney,New South Wales + 7 more",25 years old,1k-5k Employees (India)
5901,Alghanim Industr...,4.1,(85 Reviews),Private,Sharq + 6 more,90 years old,501-1k Employees (India)
5902,Spectrum Consult...,3.3,(85 Reviews),Private,Bangalore + 7 more,27 years old,51-200 Employees (India)
